feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.6732126870493653,-1.016142208453299,-3.638145581585404,1.881021307873515,0.8701455734433098,-1.4766948397499164,-0.16280662677580332,-1.2105096114279457,-0.668259863662471,2.7107672781700227,-0.22319826435909182,4.61172294527371,0.0809565086763191,-0.5202001500434216,0.03940245657061712,4.234163846983098,-0.25369828383304455,0.7408254698490766,-3.986014565819959,0.8233768176252398,-2.1681091391040455,0.16331174730642883,2.9188316548210835,-0.5587847833046616,0.598286078679168,-0.5465449447144717,-0.20585884213694883,1.5152784211633377,0.8387127204387474,-0.08072305770764865,-0.5118255002436694,-2.0155902387242697,-3.663225755502747,0.7569338306138558,-0.21407619123682387,0.9364101745260386,1.3247968136093768,1.4503659035103196,-1.7127177161806846,0.5857315291156702,0.8154820930444101,0.3359191135088888,-3.124540694457455,-1.41996632574888,-0.311328210363603,0.7842903602949682,-0.10725818820919814,-2.9116083684066414,2.193002742148976,0.07335267851403907,1
0.9309142581120415,2.8676014491216226,3.344668791547526,-1.5550005133255393,0.06815289573184574,3.431330579856043,-3.6874477150714347,3.4133561394907774,-0.22610552222078217,0.2622306430224786,-0.9157839272350864,-1.6557533616743525,-1.6887644820238243,0.5982948415324469,1.6211385431545566,-3.9290089620767192,0.2229758330942191,-0.020053207537160694,1.5934432176498263,0.43879937599838553,0.5408321184731377,-2.34307767002319,-3.0476970343621863,0.018819532405877276,-1.7421329430064871,-0.882303159931401,1.0359608386549113,-2.7613592723396447,-1.5449125630043619,3.2090578848049858,-0.5324957353226492,3.109699288579762,0.9660441075465163,-1.0669417375169017,0.2935717955989787,-0.7887774030391252,-2.623813401070161,2.227923472648655,4.352142321050103,0.25558976442897197,0.8027727028180309,-3.4169208513158122,0.08101443379019524,0.6632087633526127,0.11083651722920318,3.053667535958224,2.574076880311684,2.246830925288819,-1.3464566767703754,0.8056417245037051,0
-0.1464304320442132,0.02587515479353586,-1.3549127731567294,-0.39776515136845914,-1.044834989419723,-1.2122404758290979,0.5300313191211734,0.5259136874697112,-0.719018336594928,1.9979387831716344,-1.6957092404437104,1.9167061852421385,-0.24125441623446342,-2.8491699028752535,0.5275370702998802,3.8312754892509004,-0.47062440575988074,1.0348764774189574,-2.938951456313658,0.3210157619667767,-2.383972873985781,-0.6565100971592651,-0.4394720355536072,-1.0264006194993072,1.3682317035456733,1.5936236073280754,0.010809208587243227,-0.3736952555975652,3.581297006393778,0.0803829103075796,2.2092859376170892,-0.41109805734969335,-1.0212636459734101,0.6692941138802677,-0.40749621719719076,0.10913014171371399,1.7069171665721399,1.4726427073818014,-1.0369636039359575,0.6422240991949878,0.28061816264169204,-0.04818970150923388,-2.7389990320012605,-0.756153616341354,0.08102907212700296,1.4198290028507015,-1.4491443852919326,-0.23301138358188847,2.297291118659952,0.09044667341797791,1
1.132302870163936,1.335145241663618,1.0225612002728814,-0.37824315784688084,0.7312938048420621,1.8239911849582158,-3.5015915396647905,3.019486454964459,-0.4040862638681451,3.219965970767809,-1.0989667891828445,1.1775802903718722,-1.5368411219175329,0.5431716048805488,0.9998970693103781,-0.9373947611965959,0.06394177622156227,0.7214368761011275,-0.20095479517235226,1.6691430475640718,-1.1568273238505469,-2.317609528962854,-1.4511243658735804,-0.9086863279019752,0.18759904921064952,-0.8435769997874007,2.1211205050100084,-1.5560958636136408,0.7241688685779385,3.237630661593834,-0.4078071868128439,1.419890479992936,-1.3131248578689894,-0.3109233079830475,0.8822153314220067,0.44849449793351104,-2.0563084520997568,2.9805518710408117,2.1041035134770985,0.041287326653371065,1.2288975920184175,-3.1533952998946173,-3.1738422695749047,-1.0054746941964159,0.17171982620388948,3.8844536317015637,2.9855926807384914,0.3593278073123229,1.2422202758815049,1.0036167283320054,1
1.6965531937772038,1.6651637348752624,1.2049047994221787,0.8401738765415409,1.9319025240398007,2.06840857658123,-3.1016357739906653,2.4177290660245525,-0.2953897614773014,1.5387724722098313,-0.37702314491380595,1.442302708063896,-1.6684921081839963,-0.7272754947572839,0.2665595420040324,-0.7417083555808833,0.8509211156727657,-0.32371557062332945,-1.0914235229133085,1.5028333371477485,-0.6790207358034533,-2.5166113888028256,-1.0523173883504735,-0.4345247681665884,-0.2520602873416218,-1.1203639254292221,0.21066133867167236,-2.7716771629519137,0.20476192200496907,2.5386256858223075,-1.2004245311795214,1.3678562187027867,-0.5878097468848948,-1.1803083895380846,0.5000468586069963,-0.24250521025796165,-1.3066931901111711,2.252151470609755,1.8399207307182903,0.028658287418625028,0.20745708202696472,-3.0694481523023396,-2.581841753765633,-0.5486527907146481,0.42056674720357573,3.7757010744522725,1.447926189627961,0.39629721686067076,0.22634648986380604,0.5149065731608105,1
-0.8201685370023186,-3.843512829706917,-4.9636294031568085,1.7236163781719132,-0.8155696703860417,-5.004370628003415,3.5049962848948524,-4.592339262344752,-0.7408766282166888,0.7296126300482894,0.2084769610901452,3.257102624269483,1.9888065926466216,-2.0514434961933046,-0.7039696147452312,7.468163183653346,-0.6794753117455417,0.3005992317995286,-4.248256681052398,-0.5936286376276138,-2.2775307949547643,3.053278577828557,4.1560874532193015,-0.20529893816934275,2.922286495496003,1.467476396530303,-1.0447073131619677,3.4407090121264665,3.2348209280829026,-3.804409862095861,2.2081318261400127,-3.5484134849741835,-2.5503973312887913,1.382606015334093,-0.801951071337739,0.934484405551868,4.520362550283663,-0.8188030825826575,-6.335208897263648,0.2078765459046114,-0.08557776166271117,4.222688004684433,-2.102572693015386,-0.48197277898221885,-0.22532304987989998,-3.092578835695557,-3.9305991509869393,-2.219355578846001,3.5579698248449874,-1.1950881351692817,1
2.3383128417297763,2.238065927085875,1.555014936521828,-1.3704641687456238,1.29220536907514,4.540751612037595,-4.93518823101743,5.113748639476756,-0.9411136752205662,5.720433839678493,-1.655889667538157,-0.08311282201837783,-0.780418217766492,3.510590483053045,2.7011569069462285,-5.061899013364594,-1.1372052568469986,2.2431373771441994,1.2393792972816933,4.150134893408292,-1.0909534157987224,-2.997408410556886,-3.5790490945850677,-1.864035840073053,-1.919468827143771,-2.0488920447273475,4.648003952138195,-2.278201362839884,-0.5836154219862892,6.107780557299792,-2.2477251575820727,3.016073629794155,-1.967570795430217,-0.5973257288158873,2.8823300514910115,1.4066068514696979,-4.798144950887028,4.525580756572847,6.333103779566228,-1.1253886866213474,3.6159332754438585,-3.694422772459194,-2.833182791765901,-1.6183681813043949,-0.2489991971532296,5.416696183939731,6.912920759326098,0.895206885302031,0.8442869438513625,1.626489213583347,0
-0.4969936717418547,-2.3099354251431716,-3.456439152039423,0.38970241087284097,-1.6003135267656585,-2.194302061128793,1.70548909009495,-0.8920093381978109,-1.2724969613932122,2.6166960450990335,-0.8494571252571764,2.2800497365088033,1.5664085875550544,-0.6889470704617803,-0.24626984168012714,4.502592740171895,-0.9362137868095222,1.379924574926426,-2.5003995237180803,0.30998537496583045,-2.146574353229663,1.8252459139876096,2.3291473661058846,-0.9311632014285915,1.16334909785969,1.3741570514204153,1.207380322853622,1.997656367111464,2.0171460283671476,-1.0336596687157944,1.9291097711438885,-1.7282780122876948,-2.3153787106881767,1.8333316213575312,0.33710944488814876,1.0271602139931524,1.8288907039946996,0.6925254082982265,-2.6159575228714655,-0.7252787420363969,1.04182862948673,2.9760757320051936,-2.4405590618548243,-1.508143353231476,-0.7917060940375482,-0.6499301992381378,-0.31396209995215263,-0.8570366023644236,3.0219672805810354,-0.3404179308002372,1
-1.9291217049963496,-0.10225450653669813,3.774315464980143,-5.4953333293302915,-5.17572374163311,1.2076801861356632,-0.5210386350549967,4.541119846255657,-0.4853664502021619,0.47956819875557877,-3.8441302538263358,-6.114681734739343,0.7447624717106158,-1.5538578226852415,2.1159084622215283,-1.5830458986497211,-0.7790125807576842,0.540996570018473,3.309932489279706,-1.181080204195346,-1.0454117254241384,-2.0063807413193837,-6.898134538766487,-1.2424664649514212,0.37747894372331225,2.780033525337486,4.778005651108499,-1.7894393307767023,4.770740293482584,2.266638231115894,5.736130096651849,3.175917984688259,1.7929204168676902,1.0398878931789528,1.1903073670375812,0.008264387140335325,-2.010059409742557,2.6205436484082565,2.105061641030872,0.35881856306156706,1.1012432098147182,0.924065827537408,1.1980235553295402,0.01595505417649118,0.09815251500092004,1.725538040988006,0.89111101270337,6.232922968384471,1.73557627889244,0.9467530358091341,1
0.026939188710677325,2.874994184311149,3.422185940626583,0.9393050830518157,2.076148282533216,0.9556519504070985,-0.48381190236677596,-1.8966315075246125,1.9766484667432587,-8.05974901052497,2.5663322573057323,-1.5653158771189672,-1.9481012454502902,-0.9685491699243941,-2.020818505780132,-3.168734766573029,2.4851248276922555,-4.0158632077623135,1.334578939653567,-3.116395330101819,4.65206655372911,-0.8831909059796519,-0.17296530347306163,2.922948299945903,-1.2579938065124197,-1.105607006228257,-5.049523973559539,-2.3902795840912683,-4.035171656075317,-2.505508702501309,-2.8235917589119954,0.3361318514139922,4.424077097937012,-2.5182159441776952,-2.3462124253196053,-2.601209427893655,0.4780131644059766,-3.56623170764218,-0.2527119899634365,0.5189317939971844,-4.236465484085635,-2.631817834093078,4.9632005758120625,2.45789727249757,1.4150248133444814,-2.3789522961252088,-3.384145151069415,-0.23875977665948223,-4.342122532503362,-1.386087781249367,0
